index,first_message,结果截图,"参考答案
（可以贴周报内容，或图表）",logic,数据集,"查询/分析逻辑
（可以贴可视化查询链接）",自动化评测,业务,题目类型, 难度,召回字段,time,数据过合规,指定数据集ID,更新时间
51,按天查看，北京近七日的线索率、DAU、入库线索量,,https://data.bytedance.net/aeolus#/dataQuery?appId=1370&id=3924664140&rid=1296232&sid=302321,"1. 获取最近7天的开始时间和结束时间
2. 从数据表`f100_app2c_kpi_v3_without_vid(did粒度)`筛选出 `city` = '北京' AND `p_date` >= '{开始时间}' AND `p_date` <= '{结束时间}' 的dau(`count(distinct `dau_1`)`)，线索率(`sum(lead_cnt)/count(distinct `线索率_1`)`)，入库线索量(`入库线索量`)",f100_app2c_kpi_v3_without_vid(did粒度),https://data.bytedance.net/aeolus#/dataQuery?appId=1370&id=3924664140&rid=1296232&sid=302321,是,幸福里,指标查询与统计,简单,,2023/9/25 12:00,否,302321,2023/11/10
52,画一下最近7天分城市类型的小端日活折线图,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=3959007724&sid=1430465,"1. 计算最近7天的开始日期和结束日期
2. 在`CPT城市DAU与线索`表中筛选出 `date` >= '{最近7天开始日期}' AND `date` <= '{最近7天结束日期}'  按'城市类型'和'date'分组，计算每组的小端dau总和（sum(`小端dau`)）
3. 绘制折线图，横轴为日期，纵轴为小端日活，每个城市类型一条折线",CPT城市DAU与线索,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=3959007724&sid=1430465,是,幸福里,可视化,简单,,2023/9/25 12:00,否,1430465,2023/11/10
53,计算一下新房CPT城市同时也是直营城市的昨日日活,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=3959018957&sid=1430465,"
1. 从 `CPT城市DAU与线索`筛选处 `date`为昨天 AND `是否新房CPT城市` = '新房CPT' AND `是否是直营城市` = '直营' 的`小端dau`的总和",CPT城市DAU与线索,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=3959018957&sid=1430465,是,幸福里,指标查询与统计,简单,,2023/9/25 12:00,否,1430465,2023/11/10
54,计算一下最近7天日均dau,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=3924777523&sid=1430465,"1. 计算最近7天的开始时间和结束时间
2. 从`CPT城市DAU与线索`筛选出  `date` >= '{开始时间}' AND `date` <= '{结束时间}' 的 '小端dau' 总和
4. 按'date'分组
5. 计算最近7天的日均DAU，即 '小端dau' 总和除以天数",CPT城市DAU与线索,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=3924777523&sid=1430465,是,幸福里,指标查询与统计,简单,,2023/9/25 12:00,否,1430465,2023/11/10
60,计算一下开城时间是今年4月份并且是新房CPT城市，同时也是直营城市的昨日日活,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4042250596&sid=1430465,1. 从`CPT城市DAU与线索`表中筛选出 `date` = '{yesterday}' AND `是否新房CPT城市` = '新房CPT' AND `是否是直营城市` = '直营' AND `开城时间` LIKE '2023/04%' 的小端dau的总和,CPT城市DAU与线索,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4042250596&sid=1430465,是,幸福里,指标查询与统计,简单,,2023/10/20 12:00,否,1430465,2023/11/10
62,统计下本月成交单量,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1001403&rid=2394302&sid=1124433,"1. 获取当前月份的开始和结束日期
2. 从`【平台认证】Room成交综合数据`表中筛选出 `统计日期` 在当月的数据，并计算出成交单量（`sum(cont_sign_cnt)`）",【平台认证】Room成交综合数据,https://data.bytedance.net/aeolus/#/dataQuery?appId=1001403&rid=2394302&sid=1124433,是,幸福里,指标查询与统计,简单,,2023/10/20 12:00,否,1119727,2023/11/10
63,获取业务类型是租房的在线房源量,,https://data.bytedance.net/aeolus#/dataQuery?appId=1370&id=4028037227&rid=3010778&sid=1230119,1. 从`cpt_小区房源数据`表中筛选出`业务类型` = 3 AND `房源状态` = 0的在线房源量（`count(*)`）,cpt_小区房源数据,https://data.bytedance.net/aeolus#/dataQuery?appId=1370&id=4028037227&rid=3010778&sid=1230119,是,幸福里,指标查询与统计,简单,,2023/10/20 12:00,否,1230119,2023/11/10
65,帮我查一下昨天搜索无结果的搜索请求数和用户数,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4052735826&sid=1009129,1. 从`搜索全明细（新）`表中筛选出 `搜索是否无结果-新` = 1 AND `p_date` 为昨天的搜索请求数（`count(distinct `搜索id`)`）和用户数（`count(distinct `搜索用户量_1`)`）,搜索全明细（新）,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4052735826&sid=1009129,是,幸福里,指标查询与统计,简单,,2023/10/23 12:00,否,1009129,2023/11/10
66,帮我查一下昨天有im线索点击的搜索请求数和对应的用户量,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4024382792&sid=1009129,1. 从`搜索全明细（新）`表中筛选出 `p_date` 为昨天 AND `是否有im线索点击` = 1 的数据，计算搜索次数（`count(distinct search_id)`）和搜索用户量（`count(distinct `搜索用户量_1`)`）,搜索全明细（新）,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4024382792&sid=1009129,是,幸福里,指标查询与统计,简单,,2023/10/24 12:00,否,1009129,2023/11/10
67,帮我查一下昨天选择了北京的用户发起的搜索请求数，其中被点击了的搜索请求数，以及对应的有线索点击的搜索请求数,,https://sophon-data-staging.bytedance.net/297/code-interpreter/sic-xO1961Oe,"1. 定义昨天的开始和结束时间
2. 从`搜索全明细（新）`表中筛选出 `选择城市名称` = '北京' AND `p_date` >= '{昨天开始时间}' AND `p_date` <= '{昨天结束时间}' 的搜索次数（count(distinct `search_id`)），被点击的搜索次数（count(distinct IF(`搜索是否有点击（search_id整体）`=1, `search_id`, NULL))），有线索点击的搜索次数（count(distinct IF(`搜索是否有点击（search_id整体）`=1, `search_id`, NULL))）",搜索全明细（新）,https://sophon-data-staging.bytedance.net/297/code-interpreter/sic-xO1961Oe,是,幸福里,指标查询与统计,简单,,2023/10/24 12:00,否,1009129,2023/11/10
68,上周小端dau整体变化如何,,https://sophon-data-staging.bytedance.net/297/code-interpreter/sic-N28R9pO6,"1. 定义了昨天的开始和结束时间
2. 从`f100_app2c_kpi_v3_without_vid(did粒度)`表中筛选出 `选择城市名称` = '北京' AND `p_date` >= '{昨天的开始时间}' AND `p_date` <= '{昨天的结束时间}' 的数据
3. 计算出昨天在北京的搜索次数，被点击的搜索次数，有线索点击的搜索次数
4. 输出昨天在北京的用户发起的搜索请求数，其中被点击了的搜索请求数，有线索点击的搜索请求数，以及时间范围。",f100_app2c_kpi_v3_without_vid(did粒度),https://sophon-data-staging.bytedance.net/297/code-interpreter/sic-N28R9pO6,是,幸福里,指标查询与统计,简单,,2023/10/24 12:00,否,302321,2023/11/10
69,统计总分发量，分发日期限定为10月份,,https://sophon-data-staging.bytedance.net/297/code-interpreter/sic-kLR6gqLp,"1. 定义了2023年10月份的开始和结束时间
2. 从`saas系统线索分发转化信息`表中筛选出 `分发日期` >= '2023-10-01' AND `分发日期` <= '2023-10-31' 的数据，并计算`总分发量_1`的唯一值数量，即总分发量
3. 输出10月份的总分发量和时间范围",saas系统线索分发转化信息,https://sophon-data-staging.bytedance.net/297/code-interpreter/sic-kLR6gqLp,是,幸福里,指标查询与统计,简单,,2023/11/8 12:00,否,1072153,2023/11/10
70,帮我计算一下昨天房源有点击的搜索请求数和用户数,,https://sophon-data-staging.bytedance.net/297/code-interpreter/sic-52Z6zD2z,"1. 获取昨天的日期
2. 从`搜索全明细（新）`表中筛选出 `p_date` = '昨天的日期' AND `房源是否有点击` = 1 的数据，计算搜索次数（通过计算不同的`search_id`的数量）和搜索用户量（通过计算不同的`搜索用户量_1`的数量）
3. 输出昨天房源有点击的搜索请求数和用户数，以及时间范围。",搜索全明细（新）,https://sophon-data-staging.bytedance.net/297/code-interpreter/sic-52Z6zD2z,是,幸福里,指标查询与统计,简单,,2023/11/9 12:00,否,1009129,2023/11/10
71,帮我查一下昨天搜索类型为enter的卡片曝光量、卡片点击量和线索点击数据,,https://sophon-data-staging.bytedance.net/297/code-interpreter/sic-pOKAD42a,"1. 获取昨天的日期
2. 从`搜索全明细（新）`表中筛选出 `搜索类型-新` = 'enter' AND `p_date` = '{yesterday}' 的数据
3. 计算`人房-卡片曝光量_1`的唯一值数量作为`卡片曝光量`
4. 计算`人房-卡片点击量_1`的唯一值数量作为`卡片点击量`
5. 计算`人房-线索点击量_1`，`人房-线索点击量_2`，`人房-线索点击量_3`的唯一值数量之和作为`线索点击量`
6. 输出结果，并附上时间范围为昨天的日期",搜索全明细（新）,https://sophon-data-staging.bytedance.net/297/code-interpreter/sic-pOKAD42a,是,幸福里,指标查询与统计,简单,,2023/11/10 12:00,否,1009129,2023/11/10
201,计算近14天首启类型为Push的用户数量,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156289180&sid=302321,,f100_app2c_kpi_v3_without_vid(did粒度),https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156289180&sid=302321,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,302321,2023/11/17
202,查看小程序线索量,,"https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156338193&sid=722567
备注：全量表取 p_date 为最近一天，统计日期为业务日期",,线索宽表指标明细,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156338193&sid=722567,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,722567,2023/11/17
203,10月CPT 一次性收入多少？,,"https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156359218&sid=932796
备注：月累计表，取每月最后一天即可",,cpt日报_月累计,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156359218&sid=932796,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,932796,2023/11/17
204,上周直播pgc组件线索量是多少,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4157159183&rid=4700208&sid=2103198,,PGC组件用户消费直播数据,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4157159183&rid=4700208&sid=2103198,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,2103198,2023/11/17
205,上周抖音房产视频vv是多少,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4157167310&rid=4158485&sid=1874849,,【抖音房产】视频标签指标,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4157167310&rid=4158485&sid=1874849,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,1874849,2023/11/17
206,最近30天分发量,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4157000337&sid=302321,,f100_app2c_kpi_v3_without_vid(did粒度),https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4157000337&sid=302321,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,302321,2023/11/17
207,分大区名称看一下首页商业化流量占比,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156748038&rid=3553053&sid=1669603,,金选商业化流量（曝光）监控,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156748038&rid=3553053&sid=1669603,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,1669603,2023/11/17
208,首页Feed流中商业化流量占比,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156880761&rid=3553053&sid=1669603,,金选商业化流量（曝光）监控,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156880761&rid=3553053&sid=1669603,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,1669603,2023/11/17
211,成都最近30天的线索量,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156902556&sid=722567,,线索宽表指标明细,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&id=4156902556&sid=722567,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,722567,2023/11/17
212,近30天搜索渗透率趋势,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&rid=1848581,,流量_C端_dau_渗透率分析,https://data.bytedance.net/aeolus/#/dataQuery?appId=1370&rid=1848581,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,893769,2023/11/17
72,获取城市名称为潍坊的已配包经纪人数及日总连接量,,https://data.bytedance.net/aeolus#/dataQuery?appId=1370&id=4027973869&rid=2844822&sid=847554,,经纪人核心指标[废弃，请申请 经纪人核心指标(全量版_f项目)],https://data.bytedance.net/aeolus#/dataQuery?appId=1370&id=4027973869&rid=2844822&sid=847554,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,847554,2023/11/10
73,最近一个月内，经纪公司城市名称为福州的新房带看数是多少,,https://data.bytedance.net/aeolus#/dataQuery?appId=1370&id=4026435889&rid=3389628&sid=1507894,,新房经纪人项目指标汇总表da,https://data.bytedance.net/aeolus#/dataQuery?appId=1370&id=4026435889&rid=3389628&sid=1507894,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,1507894,2023/11/10
74,直营带看经纪人数,,https://data.bytedance.net/aeolus#/dataQuery?appId=1370&id=4026528827&rid=3155056&sid=1370649,,经纪人宽表-新房,https://data.bytedance.net/aeolus#/dataQuery?appId=1370&id=4026528827&rid=3155056&sid=1370649,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,1370649,2023/11/10
75,城市群拜访的门店量,,https://data.bytedance.net/aeolus#/dataQuery?appId=555477&id=4138048373&rid=5073925&sid=2125723,,BD行程明细数据集,https://data.bytedance.net/aeolus#/dataQuery?appId=555477&id=4138048373&rid=5073925&sid=2125723,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,2125723,2023/11/10
76,统计最近一天房源任务量,,https://data.bytedance.net/aeolus/#/dataQuery?appId=1001403&rid=3070631&sid=1444742,,【Room】dwd层维护分任务明细,https://data.bytedance.net/aeolus/#/dataQuery?appId=1001403&rid=3070631&sid=1444742,否,幸福里,指标查询与统计,简单,,2023/11/16 12:00,否,1444742,2023/11/10
